"No.","Time","Source","Destination","Protocol","Length","Info"
"1355","82.625979","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=119298 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1356","82.626440","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=120658 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1357","82.626440","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=122018 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1358","82.626479","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=123378 Win=66560 Len=0"
"1359","82.626482","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1358#1] 60998  >  80 [ACK] Seq=955 Ack=123378 Win=66560 Len=0"
"1360","82.626656","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=123378 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1361","82.626689","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=124738 Win=66560 Len=0"
"1362","82.626692","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1361#1] 60998  >  80 [ACK] Seq=955 Ack=124738 Win=66560 Len=0"
"1363","82.626900","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=124738 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1364","82.627180","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=126098 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1365","82.627207","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=127458 Win=66560 Len=0"
"1366","82.627210","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1365#1] 60998  >  80 [ACK] Seq=955 Ack=127458 Win=66560 Len=0"
"1367","82.633772","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=127458 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1368","82.633889","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [PSH, ACK] Seq=128818 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1369","82.633919","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=130178 Win=66560 Len=0"
"1370","82.633923","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1369#1] 60998  >  80 [ACK] Seq=955 Ack=130178 Win=66560 Len=0"
"1371","82.645417","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=130178 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1372","82.645857","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=131538 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1373","82.645857","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=132898 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1374","82.645921","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=134258 Win=66560 Len=0"
"1375","82.645927","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1374#1] 60998  >  80 [ACK] Seq=955 Ack=134258 Win=66560 Len=0"
"1376","82.646518","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=134258 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1377","82.646518","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=135618 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1378","82.646518","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=136978 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1379","82.646591","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=138338 Win=66560 Len=0"
"1380","82.646596","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1379#1] 60998  >  80 [ACK] Seq=955 Ack=138338 Win=66560 Len=0"
"1381","82.646868","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=138338 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1382","82.646868","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=139698 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1383","82.646935","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=141058 Win=66560 Len=0"
"1384","82.646941","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1383#1] 60998  >  80 [ACK] Seq=955 Ack=141058 Win=66560 Len=0"
"1385","82.647086","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=141058 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1386","82.647414","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=142418 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1387","82.647471","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=143778 Win=66560 Len=0"
"1388","82.647475","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1387#1] 60998  >  80 [ACK] Seq=955 Ack=143778 Win=66560 Len=0"
"1389","82.651516","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=143778 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1390","82.653198","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=145138 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1391","82.653241","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=146498 Win=66560 Len=0"
"1392","82.653247","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1391#1] 60998  >  80 [ACK] Seq=955 Ack=146498 Win=66560 Len=0"
"1393","82.657324","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=146498 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1394","82.664546","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=147858 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1395","82.664590","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=149218 Win=133120 Len=0"
"1396","82.664594","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1395#1] 60998  >  80 [ACK] Seq=955 Ack=149218 Win=133120 Len=0"
"1397","82.664928","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=149218 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1398","82.664928","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=150578 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1399","82.664979","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=151938 Win=133120 Len=0"
"1400","82.664984","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1399#1] 60998  >  80 [ACK] Seq=955 Ack=151938 Win=133120 Len=0"
"1401","82.665615","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=151938 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1402","82.665615","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=153298 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1403","82.665615","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=154658 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1404","82.665683","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=156018 Win=133120 Len=0"
"1405","82.665686","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1404#1] 60998  >  80 [ACK] Seq=955 Ack=156018 Win=133120 Len=0"
"1406","82.665755","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=156018 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1407","82.665792","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=157378 Win=133120 Len=0"
"1408","82.665799","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1407#1] 60998  >  80 [ACK] Seq=955 Ack=157378 Win=133120 Len=0"
"1409","82.666067","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=157378 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1410","82.666356","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=158738 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1411","82.666413","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=160098 Win=133120 Len=0"
"1412","82.666420","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1411#1] 60998  >  80 [ACK] Seq=955 Ack=160098 Win=133120 Len=0"
"1413","82.836970","23.21.104.156","192.168.43.62","TLSv1.3","341","Application Data"
"1414","82.847722","23.21.104.156","192.168.43.62","TLSv1.3","341","Application Data"
"1415","82.847784","192.168.43.62","23.21.104.156","TCP","54","61000  >  443 [ACK] Seq=1387 Ack=5706 Win=65280 Len=0"
"1416","82.847789","192.168.43.62","23.21.104.156","TCP","54","[TCP Dup ACK 1415#1] 61000  >  443 [ACK] Seq=1387 Ack=5706 Win=65280 Len=0"
"1417","82.847891","23.21.104.156","192.168.43.62","TLSv1.3","307","Application Data"
"1418","82.852450","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=160098 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1419","82.852720","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [PSH, ACK] Seq=161458 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1420","82.852768","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=162818 Win=133120 Len=0"
"1421","82.852774","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1420#1] 60998  >  80 [ACK] Seq=955 Ack=162818 Win=133120 Len=0"
"1422","82.852925","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=162818 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1423","82.853242","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=164178 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1424","82.853328","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=165538 Win=133120 Len=0"
"1425","82.853337","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1424#1] 60998  >  80 [ACK] Seq=955 Ack=165538 Win=133120 Len=0"
"1426","82.863388","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=165538 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1427","82.875013","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=166898 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1428","82.875072","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=168258 Win=133120 Len=0"
"1429","82.875081","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1428#1] 60998  >  80 [ACK] Seq=955 Ack=168258 Win=133120 Len=0"
"1430","82.875295","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=168258 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1431","82.875295","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=169618 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1432","82.875400","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=170978 Win=133120 Len=0"
"1433","82.875408","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1432#1] 60998  >  80 [ACK] Seq=955 Ack=170978 Win=133120 Len=0"
"1434","82.875692","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=170978 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1435","82.875692","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=172338 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1436","82.875782","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=173698 Win=133120 Len=0"
"1437","82.875789","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1436#1] 60998  >  80 [ACK] Seq=955 Ack=173698 Win=133120 Len=0"
"1438","82.875954","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=173698 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1439","82.876225","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=175058 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1440","82.876261","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=176418 Win=133120 Len=0"
"1441","82.876266","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1440#1] 60998  >  80 [ACK] Seq=955 Ack=176418 Win=133120 Len=0"
"1442","82.876499","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=176418 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1443","82.885120","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=177778 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1444","82.885234","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=179138 Win=133120 Len=0"
"1445","82.885247","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1444#1] 60998  >  80 [ACK] Seq=955 Ack=179138 Win=133120 Len=0"
"1446","82.887689","192.168.43.62","23.21.104.156","TCP","54","61000  >  443 [ACK] Seq=1387 Ack=5959 Win=65027 Len=0"
"1447","82.887696","192.168.43.62","23.21.104.156","TCP","54","[TCP Dup ACK 1446#1] 61000  >  443 [ACK] Seq=1387 Ack=5959 Win=65027 Len=0"
"1448","82.897131","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=179138 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1449","82.897339","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=180498 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1450","82.897339","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=181858 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1451","82.897405","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=183218 Win=266496 Len=0"
"1452","82.897411","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1451#1] 60998  >  80 [ACK] Seq=955 Ack=183218 Win=266496 Len=0"
"1453","82.897784","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=183218 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1454","82.897784","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=184578 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1455","82.897852","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=185938 Win=266496 Len=0"
"1456","82.897857","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1455#1] 60998  >  80 [ACK] Seq=955 Ack=185938 Win=266496 Len=0"
"1457","82.898057","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=185938 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1458","82.898110","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=187298 Win=266496 Len=0"
"1459","82.898116","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1458#1] 60998  >  80 [ACK] Seq=955 Ack=187298 Win=266496 Len=0"
"1460","82.898244","151.106.15.13","192.168.43.62","TCP","1414","80  >  60998 [ACK] Seq=187298 Ack=955 Win=42496 Len=1360 [TCP segment of a reassembled PDU]"
"1461","82.898575","151.106.15.13","192.168.43.62","HTTP","1284","HTTP/1.1 200 OK  (application/javascript)"
"1462","82.898607","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=189888 Win=266496 Len=0"
"1463","82.898610","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1462#1] 60998  >  80 [ACK] Seq=955 Ack=189888 Win=266496 Len=0"
"1464","83.852582","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1465","83.852590","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1466","84.174369","23.21.104.156","192.168.43.62","TCP","54","[TCP Keep-Alive ACK] 443  >  61000 [ACK] Seq=5959 Ack=1387 Win=28588 Len=0"
"1469","85.179746","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1470","85.179756","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1472","85.407908","192.168.43.62","46.232.250.48","TCP","66","61001  >  4444 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1473","85.407915","192.168.43.62","46.232.250.48","TCP","66","[TCP Out-Of-Order] 61001  >  4444 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1474","85.508470","23.21.104.156","192.168.43.62","TCP","54","[TCP Keep-Alive ACK] 443  >  61000 [ACK] Seq=5959 Ack=1387 Win=28588 Len=0"
"1475","85.645386","46.232.250.48","192.168.43.62","TCP","66","4444  >  61001 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 WS=256 SACK_PERM=1"
"1476","85.645488","192.168.43.62","46.232.250.48","TCP","54","61001  >  4444 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"1477","85.645494","192.168.43.62","46.232.250.48","TCP","54","[TCP Dup ACK 1476#1] 61001  >  4444 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"1478","85.645821","192.168.43.62","46.232.250.48","TLSv1.2","571","Client Hello"
"1479","85.645830","192.168.43.62","46.232.250.48","TCP","571","[TCP Retransmission] 61001  >  4444 [PSH, ACK] Seq=1 Ack=1 Win=66560 Len=517"
"1480","85.653504","151.106.15.12","192.168.43.62","TCP","54","80  >  60994 [FIN, ACK] Seq=86100 Ack=944 Win=42496 Len=0"
"1481","85.653554","192.168.43.62","151.106.15.12","TCP","54","60994  >  80 [ACK] Seq=944 Ack=86101 Win=66560 Len=0"
"1482","85.653558","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 1481#1] 60994  >  80 [ACK] Seq=944 Ack=86101 Win=66560 Len=0"
"1483","85.653616","151.106.15.12","192.168.43.62","TCP","54","80  >  60995 [FIN, ACK] Seq=877 Ack=500 Win=42496 Len=0"
"1484","85.653660","192.168.43.62","151.106.15.12","TCP","54","60995  >  80 [ACK] Seq=500 Ack=878 Win=65536 Len=0"
"1485","85.653664","192.168.43.62","151.106.15.12","TCP","54","[TCP Dup ACK 1484#1] 60995  >  80 [ACK] Seq=500 Ack=878 Win=65536 Len=0"
"1486","85.905830","46.232.250.48","192.168.43.62","TCP","1414","4444  >  61001 [ACK] Seq=1 Ack=518 Win=1572864 Len=1360 [TCP segment of a reassembled PDU]"
"1487","85.905999","46.232.250.48","192.168.43.62","TCP","1414","4444  >  61001 [ACK] Seq=1361 Ack=518 Win=1572864 Len=1360 [TCP segment of a reassembled PDU]"
"1488","85.906061","192.168.43.62","46.232.250.48","TCP","54","61001  >  4444 [ACK] Seq=518 Ack=2721 Win=66560 Len=0"
"1489","85.906066","192.168.43.62","46.232.250.48","TCP","54","[TCP Dup ACK 1488#1] 61001  >  4444 [ACK] Seq=518 Ack=2721 Win=66560 Len=0"
"1490","85.906267","46.232.250.48","192.168.43.62","TCP","1414","4444  >  61001 [ACK] Seq=2721 Ack=518 Win=1572864 Len=1360 [TCP segment of a reassembled PDU]"
"1491","85.914594","46.232.250.48","192.168.43.62","TLSv1.2","837","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"1492","85.914667","192.168.43.62","46.232.250.48","TCP","54","61001  >  4444 [ACK] Seq=518 Ack=4864 Win=66560 Len=0"
"1493","85.914674","192.168.43.62","46.232.250.48","TCP","54","[TCP Dup ACK 1492#1] 61001  >  4444 [ACK] Seq=518 Ack=4864 Win=66560 Len=0"
"1494","85.921750","192.168.43.62","46.232.250.48","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1495","85.921757","192.168.43.62","46.232.250.48","TCP","212","[TCP Retransmission] 61001  >  4444 [PSH, ACK] Seq=518 Ack=4864 Win=66560 Len=158"
"1496","86.176367","46.232.250.48","192.168.43.62","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1497","86.176867","192.168.43.62","46.232.250.48","TLSv1.2","616","Application Data"
"1498","86.176898","192.168.43.62","46.232.250.48","TCP","616","[TCP Retransmission] 61001  >  4444 [PSH, ACK] Seq=676 Ack=4915 Win=66560 Len=562"
"1499","86.426232","46.232.250.48","192.168.43.62","TLSv1.2","212","Application Data"
"1500","86.428136","192.168.43.62","46.232.250.48","TLSv1.2","333","Application Data"
"1501","86.428142","192.168.43.62","46.232.250.48","TCP","333","[TCP Retransmission] 61001  >  4444 [PSH, ACK] Seq=1238 Ack=5073 Win=66304 Len=279"
"1502","86.508911","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1503","86.508919","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1504","86.516746","203.205.239.248","192.168.43.62","TCP","54","8081  >  60980 [ACK] Seq=0 Ack=1 Win=13926400 Len=0"
"1505","86.516790","192.168.43.62","203.205.239.248","TCP","54","[TCP ZeroWindow] 60980  >  8081 [ACK] Seq=989 Ack=224 Win=0 Len=0"
"1506","86.516797","192.168.43.62","203.205.239.248","TCP","54","[TCP ZeroWindow] 60980  >  8081 [ACK] Seq=989 Ack=224 Win=0 Len=0"
"1507","86.666192","46.232.250.48","192.168.43.62","TLSv1.2","764","Application Data"
"1508","86.706670","192.168.43.62","46.232.250.48","TCP","54","61001  >  4444 [ACK] Seq=1517 Ack=5783 Win=65536 Len=0"
"1509","86.706678","192.168.43.62","46.232.250.48","TCP","54","[TCP Dup ACK 1508#1] 61001  >  4444 [ACK] Seq=1517 Ack=5783 Win=65536 Len=0"
"1510","86.713697","203.205.219.54","192.168.43.62","TCP","54","80  >  60976 [FIN, ACK] Seq=209 Ack=1775 Win=17408 Len=0"
"1511","86.713765","192.168.43.62","203.205.219.54","TCP","54","60976  >  80 [ACK] Seq=1775 Ack=210 Win=66304 Len=0"
"1512","86.713772","192.168.43.62","203.205.219.54","TCP","54","[TCP Dup ACK 1511#1] 60976  >  80 [ACK] Seq=1775 Ack=210 Win=66304 Len=0"
"1513","86.837651","23.21.104.156","192.168.43.62","TCP","54","[TCP Keep-Alive ACK] 443  >  61000 [ACK] Seq=5959 Ack=1387 Win=28588 Len=0"
"1514","87.618210","151.106.15.13","192.168.43.62","TCP","54","80  >  60998 [FIN, ACK] Seq=189888 Ack=955 Win=42496 Len=0"
"1515","87.618343","192.168.43.62","151.106.15.13","TCP","54","60998  >  80 [ACK] Seq=955 Ack=189889 Win=266496 Len=0"
"1516","87.618352","192.168.43.62","151.106.15.13","TCP","54","[TCP Dup ACK 1515#1] 60998  >  80 [ACK] Seq=955 Ack=189889 Win=266496 Len=0"
"1517","87.837325","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1518","87.837333","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1519","88.162114","23.21.104.156","192.168.43.62","TCP","54","[TCP Keep-Alive ACK] 443  >  61000 [ACK] Seq=5959 Ack=1387 Win=28588 Len=0"
"1520","88.848721","192.168.43.62","23.219.184.32","TCP","54","60969  >  80 [FIN, ACK] Seq=570 Ack=540 Win=66048 Len=0"
"1521","88.848729","192.168.43.62","23.219.184.32","TCP","54","[TCP Out-Of-Order] 60969  >  80 [FIN, ACK] Seq=570 Ack=540 Win=66048 Len=0"
"1524","88.911015","23.219.184.32","192.168.43.62","TCP","54","80  >  60969 [FIN, ACK] Seq=540 Ack=571 Win=31360 Len=0"
"1525","88.911064","192.168.43.62","23.219.184.32","TCP","54","60969  >  80 [ACK] Seq=571 Ack=541 Win=66048 Len=0"
"1526","88.911068","192.168.43.62","23.219.184.32","TCP","54","[TCP Dup ACK 1525#1] 60969  >  80 [ACK] Seq=571 Ack=541 Win=66048 Len=0"
"1527","89.162829","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1528","89.162835","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1529","89.489337","23.21.104.156","192.168.43.62","TCP","54","[TCP Keep-Alive ACK] 443  >  61000 [ACK] Seq=5959 Ack=1387 Win=28588 Len=0"
"1530","90.492004","203.205.239.248","192.168.43.62","TCP","66","8081  >  60980 [ACK] Seq=0 Ack=1 Win=13926400 Len=0 TSval=3299140887 TSecr=788672"
"1531","90.492071","192.168.43.62","203.205.239.248","TCP","54","[TCP ZeroWindow] 60980  >  8081 [ACK] Seq=989 Ack=224 Win=0 Len=0"
"1532","90.492078","192.168.43.62","203.205.239.248","TCP","54","[TCP ZeroWindow] 60980  >  8081 [ACK] Seq=989 Ack=224 Win=0 Len=0"
"1533","90.492229","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1534","90.492233","192.168.43.62","23.21.104.156","TCP","55","[TCP Keep-Alive] 61000  >  443 [ACK] Seq=1386 Ack=5959 Win=65027 Len=1"
"1535","90.810069","23.21.104.156","192.168.43.62","TCP","54","[TCP Keep-Alive ACK] 443  >  61000 [ACK] Seq=5959 Ack=1387 Win=28588 Len=0"
"1536","91.618438","151.106.15.13","192.168.43.62","TCP","54","80  >  60999 [FIN, ACK] Seq=1 Ack=1 Win=42496 Len=0"
